"","VehModel","Area","pure_premium","interaction","exposure"
"171","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..F.Iguatu-Medianeira-Cascavel-Toledo",NA
"172","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Goias",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Goias",NA
"173","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Grande Campinas",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Grande Campinas",NA
"174","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Interior",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Interior",NA
"175","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Litoral Norte e Baixada Santista",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Litoral Norte e Baixada Santista",NA
"176","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Maranhao",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Maranhao",NA
"177","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Mato Grosso",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Mato Grosso",NA
"178","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Mato Grosso do Sul",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Mato Grosso do Sul",NA
"179","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met. Curitiba",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met. Curitiba",NA
"180","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met. Florianopolis e Sul",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met. Florianopolis e Sul",NA
"181","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met. Porto Alegre e Caxias do Sul",NA
"182","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met. de Sao Paulo",435.108864153737,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met. de Sao Paulo",716.03
"183","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met. do Rio de Janeiro",228.156365557316,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met. do Rio de Janeiro",170.37
"184","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"185","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Oeste",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Oeste",NA
"186","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Para",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Para",NA
"187","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Paraiba",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Paraiba",NA
"188","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Pernambuco",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Pernambuco",NA
"189","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Piaui",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Piaui",NA
"190","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Ribeirao Preto e Demais Mun. de Campinas",1306.29783051323,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Ribeirao Preto e Demais Mun. de Campinas",142.43
"191","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Rio Grande do Norte",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Rio Grande do Norte",NA
"192","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Rondonia",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Rondonia",NA
"193","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Roraima",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Roraima",NA
"194","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Sergipe",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Sergipe",NA
"195","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Sudeste de Goias",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Sudeste de Goias",NA
"196","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Sul",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Sul",NA
"197","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Tocantins",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Tocantins",NA
"198","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Triangulo mineiro",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Triangulo mineiro",NA
"199","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Vale do Aco-Norte-Vale Jequitinhonha",NA
"200","Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut.","Vale do Paraiba e Ribeira",NA,"Honda - Accord Seda Lx 2.0 16v 150cv/ 156cv Aut..Vale do Paraiba e Ribeira",NA
"201","Honda - Biz 125 Es/ Es Fuel Injection","Acre",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Acre",NA
"202","Honda - Biz 125 Es/ Es Fuel Injection","Alagoas",56.0935268024961,"Honda - Biz 125 Es/ Es Fuel Injection.Alagoas",133.01
"203","Honda - Biz 125 Es/ Es Fuel Injection","Amapa",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Amapa",NA
"204","Honda - Biz 125 Es/ Es Fuel Injection","Amazonas",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Amazonas",NA
"205","Honda - Biz 125 Es/ Es Fuel Injection","Bahia",55.507948178384,"Honda - Biz 125 Es/ Es Fuel Injection.Bahia",394.43
"206","Honda - Biz 125 Es/ Es Fuel Injection","Blumenau e demais regioes",46.9521582938929,"Honda - Biz 125 Es/ Es Fuel Injection.Blumenau e demais regioes",175.37
"207","Honda - Biz 125 Es/ Es Fuel Injection","Brasilia",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Brasilia",NA
"208","Honda - Biz 125 Es/ Es Fuel Injection","Ceara",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Ceara",NA
"209","Honda - Biz 125 Es/ Es Fuel Injection","Demais regioes",50.2380842309648,"Honda - Biz 125 Es/ Es Fuel Injection.Demais regioes",216.31
"210","Honda - Biz 125 Es/ Es Fuel Injection","Espirito Santo",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Espirito Santo",NA
"211","Honda - Biz 125 Es/ Es Fuel Injection","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Biz 125 Es/ Es Fuel Injection.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"212","Honda - Biz 125 Es/ Es Fuel Injection","Goias",27.5190165470997,"Honda - Biz 125 Es/ Es Fuel Injection.Goias",554.78
"213","Honda - Biz 125 Es/ Es Fuel Injection","Grande Campinas",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Grande Campinas",NA
"214","Honda - Biz 125 Es/ Es Fuel Injection","Interior",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Interior",NA
"215","Honda - Biz 125 Es/ Es Fuel Injection","Litoral Norte e Baixada Santista",148.151084168804,"Honda - Biz 125 Es/ Es Fuel Injection.Litoral Norte e Baixada Santista",214.45
"216","Honda - Biz 125 Es/ Es Fuel Injection","Maranhao",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Maranhao",NA
"217","Honda - Biz 125 Es/ Es Fuel Injection","Mato Grosso",91.4100867519483,"Honda - Biz 125 Es/ Es Fuel Injection.Mato Grosso",340.05
"218","Honda - Biz 125 Es/ Es Fuel Injection","Mato Grosso do Sul",37.7436540269508,"Honda - Biz 125 Es/ Es Fuel Injection.Mato Grosso do Sul",159.55
"219","Honda - Biz 125 Es/ Es Fuel Injection","Met. Curitiba",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Met. Curitiba",NA
"220","Honda - Biz 125 Es/ Es Fuel Injection","Met. Florianopolis e Sul",19.8886181691612,"Honda - Biz 125 Es/ Es Fuel Injection.Met. Florianopolis e Sul",143.65
"221","Honda - Biz 125 Es/ Es Fuel Injection","Met. Porto Alegre e Caxias do Sul",36.6455165808691,"Honda - Biz 125 Es/ Es Fuel Injection.Met. Porto Alegre e Caxias do Sul",167.06
"222","Honda - Biz 125 Es/ Es Fuel Injection","Met. de Sao Paulo",194.393209912993,"Honda - Biz 125 Es/ Es Fuel Injection.Met. de Sao Paulo",231.6027397261
"223","Honda - Biz 125 Es/ Es Fuel Injection","Met. do Rio de Janeiro",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Met. do Rio de Janeiro",NA
"224","Honda - Biz 125 Es/ Es Fuel Injection","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",16.578995102485,"Honda - Biz 125 Es/ Es Fuel Injection.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",110.26
"225","Honda - Biz 125 Es/ Es Fuel Injection","Oeste",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Oeste",NA
"226","Honda - Biz 125 Es/ Es Fuel Injection","Para",202.008003301811,"Honda - Biz 125 Es/ Es Fuel Injection.Para",557.27
"227","Honda - Biz 125 Es/ Es Fuel Injection","Paraiba",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Paraiba",NA
"228","Honda - Biz 125 Es/ Es Fuel Injection","Pernambuco",49.3352265393055,"Honda - Biz 125 Es/ Es Fuel Injection.Pernambuco",154.94
"229","Honda - Biz 125 Es/ Es Fuel Injection","Piaui",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Piaui",NA
"230","Honda - Biz 125 Es/ Es Fuel Injection","Ribeirao Preto e Demais Mun. de Campinas",11.9996868966237,"Honda - Biz 125 Es/ Es Fuel Injection.Ribeirao Preto e Demais Mun. de Campinas",383.26
"231","Honda - Biz 125 Es/ Es Fuel Injection","Rio Grande do Norte",46.4597014925373,"Honda - Biz 125 Es/ Es Fuel Injection.Rio Grande do Norte",167.5
"232","Honda - Biz 125 Es/ Es Fuel Injection","Rondonia",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Rondonia",NA
"233","Honda - Biz 125 Es/ Es Fuel Injection","Roraima",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Roraima",NA
"234","Honda - Biz 125 Es/ Es Fuel Injection","Sergipe",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Sergipe",NA
"235","Honda - Biz 125 Es/ Es Fuel Injection","Sudeste de Goias",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Sudeste de Goias",NA
"236","Honda - Biz 125 Es/ Es Fuel Injection","Sul",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Sul",NA
"237","Honda - Biz 125 Es/ Es Fuel Injection","Tocantins",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Tocantins",NA
"238","Honda - Biz 125 Es/ Es Fuel Injection","Triangulo mineiro",91.1170415554708,"Honda - Biz 125 Es/ Es Fuel Injection.Triangulo mineiro",157.38
"239","Honda - Biz 125 Es/ Es Fuel Injection","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Vale do Aco-Norte-Vale Jequitinhonha",NA
"240","Honda - Biz 125 Es/ Es Fuel Injection","Vale do Paraiba e Ribeira",NA,"Honda - Biz 125 Es/ Es Fuel Injection.Vale do Paraiba e Ribeira",NA
"241","Honda - Biz 125+","Acre",NA,"Honda - Biz 125+.Acre",NA
"242","Honda - Biz 125+","Alagoas",NA,"Honda - Biz 125+.Alagoas",NA
"243","Honda - Biz 125+","Amapa",NA,"Honda - Biz 125+.Amapa",NA
"244","Honda - Biz 125+","Amazonas",NA,"Honda - Biz 125+.Amazonas",NA
"245","Honda - Biz 125+","Bahia",NA,"Honda - Biz 125+.Bahia",NA
"246","Honda - Biz 125+","Blumenau e demais regioes",NA,"Honda - Biz 125+.Blumenau e demais regioes",NA
"247","Honda - Biz 125+","Brasilia",NA,"Honda - Biz 125+.Brasilia",NA
"248","Honda - Biz 125+","Ceara",NA,"Honda - Biz 125+.Ceara",NA
"249","Honda - Biz 125+","Demais regioes",64.0181915462814,"Honda - Biz 125+.Demais regioes",112.14
"250","Honda - Biz 125+","Espirito Santo",NA,"Honda - Biz 125+.Espirito Santo",NA
"251","Honda - Biz 125+","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Biz 125+.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"252","Honda - Biz 125+","Goias",75.6856466657385,"Honda - Biz 125+.Goias",143.66
"253","Honda - Biz 125+","Grande Campinas",NA,"Honda - Biz 125+.Grande Campinas",NA
"254","Honda - Biz 125+","Interior",NA,"Honda - Biz 125+.Interior",NA
"255","Honda - Biz 125+","Litoral Norte e Baixada Santista",411.442680776014,"Honda - Biz 125+.Litoral Norte e Baixada Santista",141.75
"256","Honda - Biz 125+","Maranhao",NA,"Honda - Biz 125+.Maranhao",NA
"257","Honda - Biz 125+","Mato Grosso",NA,"Honda - Biz 125+.Mato Grosso",NA
"258","Honda - Biz 125+","Mato Grosso do Sul",NA,"Honda - Biz 125+.Mato Grosso do Sul",NA
"259","Honda - Biz 125+","Met. Curitiba",NA,"Honda - Biz 125+.Met. Curitiba",NA
"260","Honda - Biz 125+","Met. Florianopolis e Sul",NA,"Honda - Biz 125+.Met. Florianopolis e Sul",NA
"261","Honda - Biz 125+","Met. Porto Alegre e Caxias do Sul",96.7832167832168,"Honda - Biz 125+.Met. Porto Alegre e Caxias do Sul",100.1
"262","Honda - Biz 125+","Met. de Sao Paulo",483.637253702117,"Honda - Biz 125+.Met. de Sao Paulo",163.42
"263","Honda - Biz 125+","Met. do Rio de Janeiro",NA,"Honda - Biz 125+.Met. do Rio de Janeiro",NA
"264","Honda - Biz 125+","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Biz 125+.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"265","Honda - Biz 125+","Oeste",NA,"Honda - Biz 125+.Oeste",NA
"266","Honda - Biz 125+","Para",271.830711727145,"Honda - Biz 125+.Para",256.84
"267","Honda - Biz 125+","Paraiba",NA,"Honda - Biz 125+.Paraiba",NA
"268","Honda - Biz 125+","Pernambuco",NA,"Honda - Biz 125+.Pernambuco",NA
"269","Honda - Biz 125+","Piaui",NA,"Honda - Biz 125+.Piaui",NA
"270","Honda - Biz 125+","Ribeirao Preto e Demais Mun. de Campinas",64.4192634560907,"Honda - Biz 125+.Ribeirao Preto e Demais Mun. de Campinas",105.9
"271","Honda - Biz 125+","Rio Grande do Norte",NA,"Honda - Biz 125+.Rio Grande do Norte",NA
"272","Honda - Biz 125+","Rondonia",NA,"Honda - Biz 125+.Rondonia",NA
"273","Honda - Biz 125+","Roraima",NA,"Honda - Biz 125+.Roraima",NA
"274","Honda - Biz 125+","Sergipe",NA,"Honda - Biz 125+.Sergipe",NA
"275","Honda - Biz 125+","Sudeste de Goias",NA,"Honda - Biz 125+.Sudeste de Goias",NA
"276","Honda - Biz 125+","Sul",NA,"Honda - Biz 125+.Sul",NA
"277","Honda - Biz 125+","Tocantins",NA,"Honda - Biz 125+.Tocantins",NA
"278","Honda - Biz 125+","Triangulo mineiro",NA,"Honda - Biz 125+.Triangulo mineiro",NA
"279","Honda - Biz 125+","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Biz 125+.Vale do Aco-Norte-Vale Jequitinhonha",NA
"280","Honda - Biz 125+","Vale do Paraiba e Ribeira",NA,"Honda - Biz 125+.Vale do Paraiba e Ribeira",NA
"281","Honda - Cb 600f Hornet","Acre",NA,"Honda - Cb 600f Hornet.Acre",NA
"282","Honda - Cb 600f Hornet","Alagoas",NA,"Honda - Cb 600f Hornet.Alagoas",NA
"283","Honda - Cb 600f Hornet","Amapa",NA,"Honda - Cb 600f Hornet.Amapa",NA
"284","Honda - Cb 600f Hornet","Amazonas",NA,"Honda - Cb 600f Hornet.Amazonas",NA
"285","Honda - Cb 600f Hornet","Bahia",NA,"Honda - Cb 600f Hornet.Bahia",NA
"286","Honda - Cb 600f Hornet","Blumenau e demais regioes",NA,"Honda - Cb 600f Hornet.Blumenau e demais regioes",NA
"287","Honda - Cb 600f Hornet","Brasilia",NA,"Honda - Cb 600f Hornet.Brasilia",NA
"288","Honda - Cb 600f Hornet","Ceara",NA,"Honda - Cb 600f Hornet.Ceara",NA
"289","Honda - Cb 600f Hornet","Demais regioes",NA,"Honda - Cb 600f Hornet.Demais regioes",NA
"290","Honda - Cb 600f Hornet","Espirito Santo",NA,"Honda - Cb 600f Hornet.Espirito Santo",NA
"291","Honda - Cb 600f Hornet","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Cb 600f Hornet.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"292","Honda - Cb 600f Hornet","Goias",NA,"Honda - Cb 600f Hornet.Goias",NA
"293","Honda - Cb 600f Hornet","Grande Campinas",1645.55363970506,"Honda - Cb 600f Hornet.Grande Campinas",194.3254794522
"294","Honda - Cb 600f Hornet","Interior",NA,"Honda - Cb 600f Hornet.Interior",NA
"295","Honda - Cb 600f Hornet","Litoral Norte e Baixada Santista",NA,"Honda - Cb 600f Hornet.Litoral Norte e Baixada Santista",NA
"296","Honda - Cb 600f Hornet","Maranhao",NA,"Honda - Cb 600f Hornet.Maranhao",NA
"297","Honda - Cb 600f Hornet","Mato Grosso",NA,"Honda - Cb 600f Hornet.Mato Grosso",NA
"298","Honda - Cb 600f Hornet","Mato Grosso do Sul",NA,"Honda - Cb 600f Hornet.Mato Grosso do Sul",NA
"299","Honda - Cb 600f Hornet","Met. Curitiba",NA,"Honda - Cb 600f Hornet.Met. Curitiba",NA
"300","Honda - Cb 600f Hornet","Met. Florianopolis e Sul",NA,"Honda - Cb 600f Hornet.Met. Florianopolis e Sul",NA
"301","Honda - Cb 600f Hornet","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Cb 600f Hornet.Met. Porto Alegre e Caxias do Sul",NA
"302","Honda - Cb 600f Hornet","Met. de Sao Paulo",3213.88030533331,"Honda - Cb 600f Hornet.Met. de Sao Paulo",598.69
"303","Honda - Cb 600f Hornet","Met. do Rio de Janeiro",4512.71634029414,"Honda - Cb 600f Hornet.Met. do Rio de Janeiro",123.07
"304","Honda - Cb 600f Hornet","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",1524.88541588399,"Honda - Cb 600f Hornet.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",133.09
"305","Honda - Cb 600f Hornet","Oeste",NA,"Honda - Cb 600f Hornet.Oeste",NA
"306","Honda - Cb 600f Hornet","Para",NA,"Honda - Cb 600f Hornet.Para",NA
"307","Honda - Cb 600f Hornet","Paraiba",NA,"Honda - Cb 600f Hornet.Paraiba",NA
"308","Honda - Cb 600f Hornet","Pernambuco",NA,"Honda - Cb 600f Hornet.Pernambuco",NA
"309","Honda - Cb 600f Hornet","Piaui",NA,"Honda - Cb 600f Hornet.Piaui",NA
"310","Honda - Cb 600f Hornet","Ribeirao Preto e Demais Mun. de Campinas",621.176624566455,"Honda - Cb 600f Hornet.Ribeirao Preto e Demais Mun. de Campinas",458.43
"311","Honda - Cb 600f Hornet","Rio Grande do Norte",NA,"Honda - Cb 600f Hornet.Rio Grande do Norte",NA
"312","Honda - Cb 600f Hornet","Rondonia",NA,"Honda - Cb 600f Hornet.Rondonia",NA
"313","Honda - Cb 600f Hornet","Roraima",NA,"Honda - Cb 600f Hornet.Roraima",NA
"314","Honda - Cb 600f Hornet","Sergipe",NA,"Honda - Cb 600f Hornet.Sergipe",NA
"315","Honda - Cb 600f Hornet","Sudeste de Goias",NA,"Honda - Cb 600f Hornet.Sudeste de Goias",NA
"316","Honda - Cb 600f Hornet","Sul",NA,"Honda - Cb 600f Hornet.Sul",NA
"317","Honda - Cb 600f Hornet","Tocantins",NA,"Honda - Cb 600f Hornet.Tocantins",NA
"318","Honda - Cb 600f Hornet","Triangulo mineiro",NA,"Honda - Cb 600f Hornet.Triangulo mineiro",NA
"319","Honda - Cb 600f Hornet","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Cb 600f Hornet.Vale do Aco-Norte-Vale Jequitinhonha",NA
"320","Honda - Cb 600f Hornet","Vale do Paraiba e Ribeira",1682.01291566082,"Honda - Cb 600f Hornet.Vale do Paraiba e Ribeira",124.7927397261
"321","Honda - Cbx 250 Twister","Acre",NA,"Honda - Cbx 250 Twister.Acre",NA
"322","Honda - Cbx 250 Twister","Alagoas",NA,"Honda - Cbx 250 Twister.Alagoas",NA
"323","Honda - Cbx 250 Twister","Amapa",NA,"Honda - Cbx 250 Twister.Amapa",NA
"324","Honda - Cbx 250 Twister","Amazonas",NA,"Honda - Cbx 250 Twister.Amazonas",NA
"325","Honda - Cbx 250 Twister","Bahia",NA,"Honda - Cbx 250 Twister.Bahia",NA
"326","Honda - Cbx 250 Twister","Blumenau e demais regioes",NA,"Honda - Cbx 250 Twister.Blumenau e demais regioes",NA
"327","Honda - Cbx 250 Twister","Brasilia",NA,"Honda - Cbx 250 Twister.Brasilia",NA
"328","Honda - Cbx 250 Twister","Ceara",NA,"Honda - Cbx 250 Twister.Ceara",NA
"329","Honda - Cbx 250 Twister","Demais regioes",72.9985125557792,"Honda - Cbx 250 Twister.Demais regioes",114.29
"330","Honda - Cbx 250 Twister","Espirito Santo",NA,"Honda - Cbx 250 Twister.Espirito Santo",NA
"331","Honda - Cbx 250 Twister","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Cbx 250 Twister.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"332","Honda - Cbx 250 Twister","Goias",NA,"Honda - Cbx 250 Twister.Goias",NA
"333","Honda - Cbx 250 Twister","Grande Campinas",558.650774568062,"Honda - Cbx 250 Twister.Grande Campinas",291.13
"334","Honda - Cbx 250 Twister","Interior",NA,"Honda - Cbx 250 Twister.Interior",NA
"335","Honda - Cbx 250 Twister","Litoral Norte e Baixada Santista",NA,"Honda - Cbx 250 Twister.Litoral Norte e Baixada Santista",NA
"336","Honda - Cbx 250 Twister","Maranhao",NA,"Honda - Cbx 250 Twister.Maranhao",NA
"337","Honda - Cbx 250 Twister","Mato Grosso",NA,"Honda - Cbx 250 Twister.Mato Grosso",NA
"338","Honda - Cbx 250 Twister","Mato Grosso do Sul",NA,"Honda - Cbx 250 Twister.Mato Grosso do Sul",NA
"339","Honda - Cbx 250 Twister","Met. Curitiba",NA,"Honda - Cbx 250 Twister.Met. Curitiba",NA
"340","Honda - Cbx 250 Twister","Met. Florianopolis e Sul",NA,"Honda - Cbx 250 Twister.Met. Florianopolis e Sul",NA
"341","Honda - Cbx 250 Twister","Met. Porto Alegre e Caxias do Sul",463.995470221293,"Honda - Cbx 250 Twister.Met. Porto Alegre e Caxias do Sul",119.7554794522
"342","Honda - Cbx 250 Twister","Met. de Sao Paulo",369.764966740576,"Honda - Cbx 250 Twister.Met. de Sao Paulo",225.5
"343","Honda - Cbx 250 Twister","Met. do Rio de Janeiro",NA,"Honda - Cbx 250 Twister.Met. do Rio de Janeiro",NA
"344","Honda - Cbx 250 Twister","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",206.109376682097,"Honda - Cbx 250 Twister.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",185.78
"345","Honda - Cbx 250 Twister","Oeste",NA,"Honda - Cbx 250 Twister.Oeste",NA
"346","Honda - Cbx 250 Twister","Para",NA,"Honda - Cbx 250 Twister.Para",NA
"347","Honda - Cbx 250 Twister","Paraiba",NA,"Honda - Cbx 250 Twister.Paraiba",NA
"348","Honda - Cbx 250 Twister","Pernambuco",NA,"Honda - Cbx 250 Twister.Pernambuco",NA
"349","Honda - Cbx 250 Twister","Piaui",NA,"Honda - Cbx 250 Twister.Piaui",NA
"350","Honda - Cbx 250 Twister","Ribeirao Preto e Demais Mun. de Campinas",126.857399304387,"Honda - Cbx 250 Twister.Ribeirao Preto e Demais Mun. de Campinas",445.65
"351","Honda - Cbx 250 Twister","Rio Grande do Norte",NA,"Honda - Cbx 250 Twister.Rio Grande do Norte",NA
"352","Honda - Cbx 250 Twister","Rondonia",NA,"Honda - Cbx 250 Twister.Rondonia",NA
"353","Honda - Cbx 250 Twister","Roraima",NA,"Honda - Cbx 250 Twister.Roraima",NA
"354","Honda - Cbx 250 Twister","Sergipe",NA,"Honda - Cbx 250 Twister.Sergipe",NA
"355","Honda - Cbx 250 Twister","Sudeste de Goias",NA,"Honda - Cbx 250 Twister.Sudeste de Goias",NA
"356","Honda - Cbx 250 Twister","Sul",NA,"Honda - Cbx 250 Twister.Sul",NA
"357","Honda - Cbx 250 Twister","Tocantins",NA,"Honda - Cbx 250 Twister.Tocantins",NA
"358","Honda - Cbx 250 Twister","Triangulo mineiro",NA,"Honda - Cbx 250 Twister.Triangulo mineiro",NA
"359","Honda - Cbx 250 Twister","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Cbx 250 Twister.Vale do Aco-Norte-Vale Jequitinhonha",NA
"360","Honda - Cbx 250 Twister","Vale do Paraiba e Ribeira",433.181079537968,"Honda - Cbx 250 Twister.Vale do Paraiba e Ribeira",227.69
"361","Honda - Cg 125 Cargo","Acre",NA,"Honda - Cg 125 Cargo.Acre",NA
"362","Honda - Cg 125 Cargo","Alagoas",NA,"Honda - Cg 125 Cargo.Alagoas",NA
"363","Honda - Cg 125 Cargo","Amapa",NA,"Honda - Cg 125 Cargo.Amapa",NA
"364","Honda - Cg 125 Cargo","Amazonas",NA,"Honda - Cg 125 Cargo.Amazonas",NA
"365","Honda - Cg 125 Cargo","Bahia",NA,"Honda - Cg 125 Cargo.Bahia",NA
"366","Honda - Cg 125 Cargo","Blumenau e demais regioes",NA,"Honda - Cg 125 Cargo.Blumenau e demais regioes",NA
"367","Honda - Cg 125 Cargo","Brasilia",NA,"Honda - Cg 125 Cargo.Brasilia",NA
"368","Honda - Cg 125 Cargo","Ceara",NA,"Honda - Cg 125 Cargo.Ceara",NA
"369","Honda - Cg 125 Cargo","Demais regioes",NA,"Honda - Cg 125 Cargo.Demais regioes",NA
"370","Honda - Cg 125 Cargo","Espirito Santo",NA,"Honda - Cg 125 Cargo.Espirito Santo",NA
"371","Honda - Cg 125 Cargo","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Cg 125 Cargo.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"372","Honda - Cg 125 Cargo","Goias",NA,"Honda - Cg 125 Cargo.Goias",NA
"373","Honda - Cg 125 Cargo","Grande Campinas",NA,"Honda - Cg 125 Cargo.Grande Campinas",NA
"374","Honda - Cg 125 Cargo","Interior",NA,"Honda - Cg 125 Cargo.Interior",NA
